timestamp,age,gender,race_ethnicity,please_explain_your_answer_to_the_question_above_why_or_why_not_would_you_be_interested_in_taking_another_computing_class,how_did_you_hear_about_county_college_of_morris_ccm_web_site,how_did_you_hear_about_county_college_of_morris_social_media,how_did_you_hear_about_county_college_of_morris_community_event,how_did_you_hear_about_county_college_of_morris_family_member_or_friend,how_did_you_hear_about_county_college_of_morris_current_ccm_student,how_did_you_hear_about_county_college_of_morris_ccm_alumni,how_did_you_hear_about_county_college_of_morris_high_school_teacher,how_did_you_hear_about_county_college_of_morris_high_school_counselor,how_did_you_hear_about_county_college_of_morris_in_app_advertisement,how_did_you_hear_about_county_college_of_morris_employer,how_did_you_hear_about_county_college_of_morris_billboard,how_did_you_hear_about_county_college_of_morris_television,how_did_you_hear_about_county_college_of_morris_radio,how_did_you_hear_about_county_college_of_morris_other,what_motivated_you_to_seek_a_computing_degree_certificate_at_ccm_to_get_a_job_in_the_computing_field,what_motivated_you_to_seek_a_computing_degree_certificate_at_ccm_transfer_to_bachelors_level_program,what_motivated_you_to_seek_a_computing_degree_certificate_at_ccm_transfer_credits_back_to_hs_degree_sharetime_challenger_program,what_motivated_you_to_seek_a_computing_degree_certificate_at_ccm_career_advancement,what_motivated_you_to_seek_a_computing_degree_certificate_at_ccm_career_change,what_motivated_you_to_seek_a_computing_degree_certificate_at_ccm_professional_development,what_motivated_you_to_seek_a_computing_degree_certificate_at_ccm_job_displacement,what_motivated_you_to_seek_a_computing_degree_certificate_at_ccm_relocation,what_motivated_you_to_seek_a_computing_degree_certificate_at_ccm_to_keep_current_in_tech_industry,what_motivated_you_to_seek_a_computing_degree_certificate_at_ccm_it_industry_certifications,what_motivated_you_to_seek_a_computing_degree_certificate_at_ccm_financial,what_motivated_you_to_seek_a_computing_degree_certificate_at_ccm_personal_enrichment
2024/09/13 8:28:49 AM AST,18 and younger,Woman,Black/African American,,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,True,True,False,True,False,False,False,True,True,True
2024/09/13 8:30:03 AM AST,18 and younger,Man,Multi-Racial,,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,True,True,False,False
2024/09/13 8:31:04 AM AST,18 and younger,Man,Hispanic or Latino,,False,False,False,True,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
2024/09/13 8:31:34 AM AST,65+,Man,Hispanic or Latino;Black/African American,,True,False,Don't recall,False,True,False,Don't recall,False,True,False,Don't recall,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False
2024/09/13 8:35:26 AM AST,18 and younger,Woman,Asian,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,False,False,True,True,False,True
2024/09/13 11:57:44 AM AST,19-20,Man,White/Caucasian,,True,Don't recall,Don't recall,True,False,False,True,True,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False
2024/09/13 11:58:18 AM AST,19-20,Man,Hispanic or Latino,,False,False,False,True,True,False,True,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,True,False,True
2024/09/13 11:58:25 AM AST,21-24,Man,White/Caucasian,I want to puruse this as a career,True,False,True,True,True,True,True,True,True,True,False,False,False,True,,,,,,,,,,,,
2024/09/13 11:58:49 AM AST,25-34,Man,Multi-Racial,,True,False,False,True,False,False,True,True,False,False,False,False,False,False,True,True,False,True,True,True,False,True,False,True,True,True
2024/09/13 11:58:53 AM AST,25-34,Man,Hispanic or Latino,,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,False,False,False,True,False,True
2024/09/13 11:59:02 AM AST,19-20,Man,White/Caucasian,my teacher is great and explains the work in a very intuitive way ,True,True,True,True,True,True,True,True,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,,,,,,,,,,,,
2024/09/13 11:59:09 AM AST,35-64,Woman,Black/African American,,True,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,True,False,False,True,True,True,True,True,True,False,True,True
2024/09/13 11:59:13 AM AST,19-20,Man,Hispanic or Latino,,Don't recall,Don't recall,Don't recall,Don't recall,True,Don't recall,True,True,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,True,True,False,False,True,True,True,True,True,True,False,False
2024/09/13 11:59:21 AM AST,18 and younger,Man,Hispanic or Latino,It's very fun and interesting to learn about computing and how to compute and I feel entertained by it and want to learn more about it.,True,True,True,True,True,False,False,False,False,False,True,False,False,Don't recall,,,,,,,,,,,,
2024/09/13 11:59:40 AM AST,35-64,Man,White/Caucasian,,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,True,False,True,True,True,False,False,True,False,True,True
2024/09/13 11:59:56 AM AST,18 and younger,Man,White/Caucasian,,False,False,True,True,True,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
2024/09/13 12:00:22 PM AST,19-20,Man,White/Caucasian,,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
2024/09/13 12:01:16 PM AST,18 and younger,Man,Hispanic or Latino;Black/African American;Multi-Racial,,False,False,True,True,True,True,True,True,False,False,False,False,False,True,True,True,False,True,False,True,False,False,True,False,False,True
2024/09/13 12:01:27 PM AST,19-20,Man,White/Caucasian,"Currently, I'm definitely interested in more coding and that aspect of Computer science. If I enjoy this class then I will for sure take the next level class of it. The only reason I would say I'm a little hesitant is because of the professors. Some professors just can't teach a class and with something like Computer Science or Network Security I believe that's very important. However, my current professor for this class is excellent and I look forward to the rest of the semester. ",False,True,False,True,False,False,True,True,False,False,False,False,False,False,,,,,,,,,,,,
2024/09/13 12:01:30 PM AST,25-34,Man,Hispanic or Latino,My current professor is helpful and knowledgeable ,True,True,True,True,True,False,True,True,False,False,False,False,False,False,,,,,,,,,,,,
2024/09/13 12:01:40 PM AST,21-24,Man,Hispanic or Latino;White/Caucasian,,True,False,False,True,True,True,True,False,False,False,True,False,False,False,True,True,False,True,True,True,False,False,False,True,True,True
2024/09/13 12:04:49 PM AST,18 and younger,Man,White/Caucasian,I like computing I think it is fun so I would take it again ,True,True,True,True,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,False,False,False,False,False,,,,,,,,,,,,
2024/09/13 12:04:51 PM AST,18 and younger,Man,White/Caucasian,I like computing I think it is fun so I would take it again ,True,True,True,True,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,False,False,False,False,False,,,,,,,,,,,,
2024/09/13 12:04:55 PM AST,18 and younger,Man,White/Caucasian,I like computing I think it is fun so I would take it again ,True,True,True,True,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,False,False,False,False,False,,,,,,,,,,,,
2024/09/13 3:43:58 PM AST,19-20,Prefer Not To Say,Asian,,True,False,True,True,True,False,True,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False,True,False,True,True
2024/09/14 7:27:21 PM AST,19-20,Woman,White/Caucasian,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True
2024/09/15 10:47:24 AM AST,18 and younger,Man,Choose not to reply,I am not sure if I want IT to be my career. ,True,False,False,True,Don't recall,False,True,True,False,False,False,False,False,Don't recall,,,,,,,,,,,,
2024/09/15 6:57:51 PM AST,21-24,Woman,White/Caucasian,,True,True,False,True,True,True,True,True,False,False,False,False,False,Don't recall,True,False,False,True,False,True,False,False,True,False,True,True
2024/09/15 7:04:13 PM AST,21-24,Woman,White/Caucasian,To gain more knowledge and experience before going into the workforce. ,True,False,True,True,False,False,False,True,False,False,False,False,False,Don't recall,,,,,,,,,,,,
2024/09/15 9:42:15 PM AST,35-64,Man,White/Caucasian,Robotics programming,False,False,False,True,False,True,False,False,False,False,True,True,True,False,,,,,,,,,,,,
2024/09/16 9:44:01 AM AST,18 and younger,Man,White/Caucasian,.,False,False,False,True,True,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,
2024/09/16 9:45:10 AM AST,21-24,Man,White/Caucasian," already have matlab under my belt, id love to know more languages.",False,False,True,True,True,True,True,True,False,False,False,False,False,False,,,,,,,,,,,,
2024/09/16 9:45:28 AM AST,18 and younger,Man,Hispanic or Latino,,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True
2024/09/16 9:45:40 AM AST,21-24,Man,White/Caucasian,,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,True,True,True,False
2024/09/16 9:45:52 AM AST,18 and younger,Man,Hispanic or Latino;White/Caucasian,,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,True
2024/09/16 9:46:57 AM AST,19-20,Woman,Asian,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,True,False
2024/09/16 9:47:12 AM AST,18 and younger,Man,White/Caucasian,I'm just here to further my education and learn more about engineering related fields.,True,False,False,True,False,False,False,True,False,False,False,False,False,False,,,,,,,,,,,,
2024/09/16 9:48:31 AM AST,18 and younger,Man,Asian;White/Caucasian,it would be beneficial as it is undirectly related to my major but i would also like to take more classes that directly relate to my major,False,Don't recall,True,True,True,Don't recall,True,True,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,,,,,,,,,,,,
2024/09/16 9:48:48 AM AST,18 and younger,Man,Hispanic or Latino;White/Caucasian,,True,False,False,True,True,False,True,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,True,True
2024/09/16 9:49:17 AM AST,19-20,Man,White/Caucasian,I'm somewhat interested though I'm probably not going to take any other computer courses in CCM since I'm going to try to transfer to NJIT.,False,False,True,False,False,False,False,True,False,False,False,False,False,Don't recall,,,,,,,,,,,,
2024/09/16 9:49:23 AM AST,18 and younger,Man,White/Caucasian,,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False
2024/09/16 9:50:10 AM AST,19-20,Man,Hispanic or Latino;Black/African American;White/Caucasian;Multi-Racial,I think coding can be be interesting but I just am not that good at it,True,False,False,True,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,
2024/09/16 9:50:20 AM AST,18 and younger,Man,Hispanic or Latino;White/Caucasian,"I'm impartial to taking future courses. The reason I'm taking this course is because it is required; I'm not saying i hate it, though. I was in an AP cs course in high school. If I do have to take another computing class I will do so. But not if it was optional.",False,False,False,True,False,True,False,False,False,False,False,False,False,False,,,,,,,,,,,,
2024/09/16 9:53:49 AM AST,18 and younger,Man,White/Caucasian,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False
2024/09/16 9:56:07 AM AST,19-20,Man,Hispanic or Latino;Black/African American;White/Caucasian;Multi-Racial,"Coding can be interesting, I'm just not good at it",True,False,False,True,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,
2024/09/16 9:56:22 AM AST,18 and younger,Man,Hispanic or Latino;White/Caucasian,"I am impartial to taking the future courses. If I have to, I will. I won't take any future computing courses if they're optional.",False,False,False,True,False,True,False,False,False,False,False,False,False,False,,,,,,,,,,,,
2024/09/16 9:58:01 AM AST,19-20,Man,Hispanic or Latino,,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,True,False,False,True,True,True,False,False,True,True,True
2024/09/16 11:01:21 AM AST,21-24,Man,Hispanic or Latino;White/Caucasian,"Not very interested but it is an important part of my degree, therefore I will get used to it.",False,False,False,False,False,False,Don't recall,Don't recall,False,False,False,False,False,True,,,,,,,,,,,,
2024/09/16 12:44:50 PM AST,25-34,Woman,Asian,,True,False,False,True,True,False,False,False,False,True,True,False,False,False,True,True,False,True,True,True,False,False,True,True,True,True
2024/09/16 12:48:27 PM AST,25-34,Woman,Asian,,True,False,False,True,True,False,False,False,False,True,True,False,False,False,True,True,False,True,True,True,False,False,True,True,True,True
2024/09/16 1:46:54 PM AST,19-20,Man,Hispanic or Latino,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,True
2024/09/16 9:28:34 PM AST,35-64,Man,Hispanic or Latino;Black/African American;Multi-Racial,,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,False,True,True,True,True
2024/09/16 9:31:32 PM AST,35-64,Man,Hispanic or Latino;Black/African American;Multi-Racial,,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,False,True,True,True,True
2024/09/17 10:06:33 AM AST,25-34,Man,White/Caucasian,Depends on whats required for the field I am shooting for.,True,True,True,True,True,True,False,False,False,True,True,True,True,True,,,,,,,,,,,,
2024/09/19 10:24:59 PM AST,19-20,Man,White/Caucasian,,True,False,False,False,False,False,True,True,False,False,False,True,False,False,True,True,False,True,False,False,False,False,True,True,True,True
2024/09/19 10:27:44 PM AST,19-20,Man,White/Caucasian,,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,True,False,False,False,False,False,True,True,True
2024/09/21 4:14:33 PM AST,21-24,Man,White/Caucasian,,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,True,False,True,True,True,False,False,False,False,False,False
2024/09/21 11:25:37 PM AST,19-20,Man,White/Caucasian,I really like working with all aspects of computers,True,False,False,False,True,True,False,True,False,False,False,False,False,False,,,,,,,,,,,,
2024/09/21 11:48:22 PM AST,19-20,Man,White/Caucasian,To learn more ,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,
2024/09/21 11:53:32 PM AST,19-20,Man,White/Caucasian,Mostly interested because computing has some relations to Mech E,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,
2024/09/22 8:09:39 AM AST,21-24,Man,Multi-Racial,I am indifferent about taking another class about computing. It is a required class for my degree. If I had to take another I would not mind but otherwise I probably wouldn't.,False,False,False,True,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,
2024/09/22 11:56:05 AM AST,19-20,Man,White/Caucasian,I love programming and would like to continue to learn about it. More so as a thing that interests me then as a thing I would consider a career in.,False,False,False,True,True,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,
2024/09/22 3:10:08 PM AST,19-20,Man,Hispanic or Latino;Multi-Racial,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False
2024/09/22 3:13:34 PM AST,19-20,Man,Hispanic or Latino;Multi-Racial,,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False
2024/09/22 6:32:46 PM AST,19-20,Man,Black/African American,,Don't recall,Don't recall,Don't recall,Don't recall,True,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,True,Don't recall,Don't recall,True,True,True,False,True,False,True,False,True,True,True,True,True
2024/09/22 8:51:18 PM AST,19-20,Man,Hispanic or Latino;Black/African American,,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False
2024/09/22 9:17:23 PM AST,19-20,Man,Hispanic or Latino,,True,Don't recall,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True
2024/09/22 11:07:28 PM AST,19-20,Man,Hispanic or Latino;American Indian/Native American/Alaska Native;Asian;Black/African American;Native Hawaiian/Other Pacific Islander;White/Caucasian;Multi-Racial;Choose not to reply,,True,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True
2024/09/27 1:01:23 PM AST,25-34,Man,White/Caucasian,,False,False,False,True,True,True,False,False,False,True,False,False,False,False,True,False,False,True,True,True,False,False,True,True,False,True
